"AC","Description","Fortitude","HP","Initiative","Other Abilities","Other Health","Reflex","Senses","Speed","Will","id","name"
"20","Medium shadow humanoid XP 250 ","19","68","+9","; see also dance of death and shadow jauntSpiked Chain (standard; at-will)  Weapon Reach 2; +11 vs. AC; 2d4 + 3 damage. M Dance of Death (standard; recharge  )  Necrotic , Weapon The shadar-kai chainfighter shifts 6 squares and makes 3 spiked chain attacks at any points during his move. He can only attack a given enemy once, but he deals an extra 1d6 necrotic damage with each successful hit. Shadow Jaunt (move; encounter)  Teleportation The shadar-kai chainfighter teleports 3 squares and becomes insubstantial until the start of his next turn. Alignment Unaligned Languages Common Skills Acrobatics +14, Stealth +14 Str 17 (+6) Dex 18 (+7) Wis 14 (+5) Con 12 (+4) Int 10 (+3) Cha 11 (+3) Equipment leather armor, spiked chain","HP 68; Bloodied 39 ","19","Perception +5; low-light vision ","6","17","271",""
"20","Medium shadow humanoid XP 250 ","17","54","+12","; see also shadow jauntGreatsword (standard; at-will)  Weapon +11 vs. AC; 1d10 + 3 damage; see also gloomstrike. Gloomstrike If the shadar-kai gloomblade hits a target that can't see him, the target is blinded until the end of the gloomblade's next turn. Shadow Jaunt (move; encounter)  Teleportation The shadar-kai gloomblade teleports 3 squares and becomes insubstantial until the start of his next turn. Veil of Shadows (move; at-will)  Illusion The shadar-kai gloomblade turns invisible and moves up to his speed. The gloomblade cannot use this power while bloodied. Alignment Unaligned Languages Common Skills Acrobatics +14, Stealth +14 Str 17 (+6) Dex 20 (+8) Wis 15 (+5) Con 12 (+4) Int 10 (+3) Cha 11 (+3) Equipment shadowmail, greatsword","HP 54; Bloodied 27; see also veil of shadows ","18","Perception +5; low-light vision ","5","15","272",""
"21","Medium shadow humanoid XP 300 ","18","77","+6","; see also shadow jauntBlackfire Touch (standard; at-will)  Fire , Necrotic +11 vs. Reflex; 2d6 + 4 fire and necrotic damage. R Beshadowed Mind (standard; recharge    )  Necrotic Ranged 10; +11 vs. Will; 2d6 + 4 necrotic damage, and the target has no line of sight to anything more than 2 squares from it (save ends). C Deep Shadow (standard; sustain minor; encounter)  Necrotic Aura 2; thick, writhing shadows surround the shadar-kai witch. The witch and any other shadow creatures in the aura gain concealment. In addition, enemies that enter or start their turns in the aura take 5 necrotic damage, and enemies (including flying ones) also treat the area within the aura as difficult terrain. The shadar-kai witch can sustain the aura as a minor action. However, the effect ends if she uses shadow jaunt or moves more than half her speed on her turn. Shadow Jaunt (move; encounter)  Teleportation The shadar-kai witch teleports 3 squares and becomes insubstantial until the start of her next turn. Alignment Unaligned Languages Common Skills Acrobatics +8, Arcana +12, Religion +12, Stealth +13 Str 13 (+4) Dex 16 (+6) Wis 12 (+4) Con 13 (+4) Int 19 (+7) Cha 17 (+6)","HP 77; Bloodied 38 ","19","Perception +4; low-light vision ","6","19","273",""
"24","Medium shadow humanoid XP 350 ","19","86","+11","; see also shadow jauntKatar (standard; at-will)  Weapon +13 vs. AC; 1d6 + 3 damage (crit 1d6 + 9). M Double Attack (standard; at-will)  Weapon The shadar-kai warrior makes two katar attacks. M Cage of Gloom (standard; recharge   ) The shadar-kai warrior makes a katar attack. If the attack hits, the shadar-kai warrior makes a secondary attack as strands of shadow coil around the target. Secondary Attack: +11 vs. Reflex; the target is restrained (save ends). Shadow Jaunt (move; encounter)  Teleportation The shadar-kai warrior teleports 3 squares and becomes insubstantial until the start of its next turn. Alignment Unaligned Languages Common Skills Acrobatics +15, Stealth +15 Str 17 (+7)Dex 20 (+9) Wis 14 (+6) Con 14 (+6) Int 12 (+5) Cha 11 (+4) Equipment shadowmail, 2 katars","HP 86; Bloodied 43 ","20","Perception +6; low-light vision ","5","17","274",""
"21","Large natural animate (plant) XP 400 ","23","120","+5"," (swamp walk)Tendrils (standard; at-will) Reach 2; +12 vs. AC; 1d8 + 6 damage. M Enveloping Double Attack (standard; at-will)  Healing The shambling mound makes two basic attacks. If both attacks hit the same Medium or smaller target, the shambling mound makes a secondary attack against the target. Secondary Attack: +12 vs. Fortitude; the target is pulled into the shambling mound's space and restrained (save ends). While the target is restrained, no creature has line of sight or line of effect to it. At the start of the shambling mound's turn each round, the enveloped target takes 10 damage and the shambling mound regains 10 hit points. The shambling mound can envelop up to 2 creatures at a time. When the target makes its save, it reappears in a square of its choice adjacent to the shambling mound. Lightning Affinity (immediate reaction, when hit by a lightning attack; at-will)  Healing The shambling mound regains 10 hit points. Alignment Unaligned Languages -- Skills Stealth +10 Str 22 (+10) Dex 12 (+5) Wis 10 (+4) Con 20 (+9) Int 5 (+1) Cha 10 (+4)","HP 120; Bloodied 60 Regeneration 5 ","18","Perception +4; darkvision ","4","17","275",""
"25","Large natural animate (plant) XP 1,200 ","25","238","+4"," (swamp walk) Action Points 1Tendrils (standard; at-will)  Lightning Reach 2; +14 vs. AC; 1d8 + 5 damage plus 1d8 lightning damage. While bloodied, the stormrage shambler deals an extra 5 lightning damage. M Double Attack (standard; at-will)  Lightning The stormrage shambler makes two basic attacks. C Lightning Blast (standard; encounter)  Lightning Close blast 3; +14 vs. Reflex; 3d8 + 6 lightning damage. Miss: Half damage. Lightning Affinity (immediate reaction, when hit by a lightning attack; at-will)  Healing The stormrage shambler regains 10 hit points. The stormrage shambler cannot attack itself to heal in this fashion. Alignment Unaligned Languages -- Skills Stealth +9 Str 20 (+10) Dex 8 (+4) Wis 12 (+6) Con 23 (+11) Int 5 (+2) Cha 7 (+3)","HP 238; Bloodied 119 Regeneration 10 ","18","Perception +6; darkvision Lightning Aura (Lightning ) aura 2; enemies that enter or start their turns in the aura take 5 lightning damage. ","8","20","276",""
"22","Medium natural humanoid, shifter XP 250 ","20","71","+7","Longsword (standard; at-will)  Weapon +12 vs. AC; 1d8 + 5 damage, and the target is marked until the end of the longtooth hunter's next turn. M Hamstring (standard; encounter)  Weapon The longtooth hunter makes a longsword attack. If the attack hits, it makes a secondary attack against the same target. Secondary Attack: +9 vs. Reflex; the target is slowed (save ends). Follow Quarry (immediate reaction, when an adjacent enemy shifts; at-will) The longtooth hunter shifts toward the enemy. Longtooth Shifting (minor, usable only while bloodied; encounter)  Healing For the rest of the encounter or until rendered unconscious, the longtooth hunter gains a +2 bonus to damage rolls. In addition, for as long as it is bloodied, the longtooth hunter gains regeneration 2. Alignment Any Languages Common Skills Athletics +14, Endurance +11, Nature +9 Str 20 (+8) Dex 14 (+5) Wis 13 (+4) Con 15 (+5) Int 10 (+3) Cha 9 (+2) Equipment chainmail, light shield, longsword","HP 71; Bloodied 35 ","17","Perception +9; low-light vision ","5","16","277",""
"21","Medium natural humanoid, shifter XP 300 ","20","79","+7","; see also razorclaw shiftingShort Sword (standard; at-will)  Weapon +13 vs. AC; 1d6 + 4 damage; see also skirmish. M Short Sword Riposte (free, when an enemy makes an opportunity attack against the razorclaw stalker; at-will)  Weapon The razorclaw stalker makes a short sword attack against the enemy. Skirmish +1d6 If, on its turn, the razorclaw stalker ends its move at least 4 squares away from its starting point, it deals an extra 1d6 damage on its attacks until the start of its next turn. Razorclaw Shifting (minor, usable only while bloodied; encounter) For the rest of the encounter or until rendered unconscious, the razorclaw stalker gains +2 speed and a +1 bonus to AC and Reflex defense. Alignment Any Languages Common Skills Acrobatics +12, Stealth +12, Streetwise +8 Str 18 (+7) Dex 14 (+5) Wis 13 (+4) Con 15 (+5) Int 12 (+4) Cha 11 (+3) Equipment leather armor, short sword","HP 79; Bloodied 39 ","20","Perception +9; low-light vision ","6","18","278",""
"19","Medium natural animate (undead) XP 200 ","15","53","+6","","HP 53; Bloodied 26 ","18","Perception +4; darkvision Fiery Aura (Fire) aura 1; any creature starts its turn in the aura takes 5 fire damage. ","6","16","279",""
"23","Medium natural animate (undead) XP 500 ","22","126","+10","Twin Scimitar Strike (standard; at-will)  Weapon The skeletal tomb guardian makes two scimitar attacks against the same target: +13 vs. AC; 1d8 + 4 damage (crit 1d8 + 12). This also holds true for opportunity attacks. M Cascade of Steel (standard; at-will)  Weapon The skeletal tomb guardian makes two twin scimitar strike attacks (four scimitar attacks total). M Sudden Strike (immediate reaction, when an adjacent enemy shifts; at-will)  Weapon The skeletal tomb guardian makes a melee basic attack against the enemy. Alignment Unaligned Languages -- Str 18 (+9) Dex 20 (+10) Wis 14 (+7) Con 16 (+8) Int 3 (+1) Cha 3 (+1) Equipment 4 scimitars","HP 126; Bloodied 63 ","23","Perception +12; darkvision ","8","20","280",""
"24","Medium natural humanoid (undead) XP 500 ","21","40","+8","Bone Staff (standard; at-will)  Necrotic , Weapon +13 vs. AC; 1d8 + 2 damage plus 1d6 necrotic damage. R Skull of Bonechilling Fear (minor 1/round; at-will)  Cold, Fear Ranged 10; +15 vs. Will; 1d6 + 3 cold damage, and the target is pushed 5 squares. R Skull of Death's Command (minor 1/round; at-will)  Necrotic Ranged 10; the skull lord restores a destroyed undead minion within range. The restored undead minion's level must be no higher than the skull lord's level + 2. The restored minion stands in the space where it fell (or in any adjacent space, if that space is occupied) as a free action, has full normal hit points, and can take actions (as normal) on its next turn. R Skull of Withering Flame (minor 1/round; at-will)  Fire , Necrotic Ranged 10; +15 vs. Fortitude; 2d6 + 3 fire and necrotic damage. Triple Skulls  Healing When a skull lord is reduced to 0 hit points, one of its skulls (determined randomly from the three listed above) is destroyed, and it loses the ability to use that power. If the creature has any skulls remaining, it instantly heals to full hit points (40 hit points). When all three skulls are destroyed, the skull lord is destroyed as well. Alignment Evil Languages Common Skills Bluff +15, Insight +12, Intimidate +15 Str 14 (+7) Dex 16 (+8) Wis 15 (+7) Con 17 (+8) Int 16 (+8) Cha 21 (+10) Equipment staff, 3 iron crowns","HP 40; Bloodied 20; see also triple skulls ","22","Perception +7; darkvision Master of the Grave (Healing ) aura 2; undead allies in the aura gain regeneration 5 and a +2 bonus to saving throws. This aura ends when the skull of death's command is destroyed. ","6","23","281",""
"27","Medium elemental humanoid XP 800 ","25","128","+12",", teleport 4Claws (standard; at-will)  Disease +18 vs. AC; 2d8 + 2 damage, and the slaad makes a secondary attack against the same target. Secondary Attack: +16 vs. Fortitude; on a hit, the target contracts chaos phage (see sidebar). R Condition Transfer (immediate interrupt, when hit by an attack that applies any conditions; recharge   ) Ranged 5; +16 vs. Fortitude; conditions applied by the triggering attack affect the target instead of the slaad. C Induce Planar Instability (standard; encounter) Close burst 3; +16 vs. Will; 1d8 + 2 damage, and the target shifts 3 squares and is knocked prone. Planar Flux (free, when first bloodied; encounter)  Teleportation The slaad teleports 8 squares and becomes insubstantial until the end of its next turn. Alignment Chaotic evil Languages Primordial Skills Athletics +13, Stealth +15 Str 15 (+8) Dex 18 (+10) Wis 12 (+7) Con 16 (+9) Int 9 (+5) Cha 14 (+8)","HP 128; Bloodied 64; see also planar flux ","26","Perception +7; low-light vision ","6","24","282",""
"29","Large elemental humanoid XP 1,600 ","29","200","+10",", teleport 2Claws (standard; at-will)  Disease Reach 2; +20 vs. AC; 2d10 + 10 damage, and the slaad makes a secondary attack against the same target. Secondary Attack: +18 vs. Fortitude; on a hit, the target contracts chaos phage (see sidebar). M Fling (standard; at-will) Reach 2; +20 vs. AC; 1d10 + 10 damage, and the target slides 2 squares and is knocked prone. C Ravager's Fury (standard, usable only while bloodied; encounter) The slaad rakes all enemies within its reach: close burst 2; +20 vs. AC; 1d10 + 10 damage, and the slaad gains 20 temporary hit points. Alignment Chaotic evil Languages Primordial Skills Athletics +19, Stealth +15 Str 22 (+14) Dex 15 (+10) Wis 13 (+9) Con 20 (+13) Int 9 (+7) Cha 11 (+8)","HP 200; Bloodied 100; see also ravager's fury ","25","Perception +14; low-light vision ","6","24","283",""
"29","Large elemental humanoid XP 1,200 ","28","146","+13",", teleport 4Bite (standard; at-will) Reach 2; +21 vs. AC; 2d8 + 6 damage. m Claw (standard; at-will)  Disease Reach 2; +21 vs. AC; 1d6 + 3 damage, and the slaad makes a secondary attack against the same target. Secondary Attack: +19 vs. Fortitude; on a hit, the target contracts chaos phage (see sidebar). M Leaping Pounce (standard; recharge   ) The slaad shifts 4 squares and makes two claw attacks. If either claw attack hits, the target is marked until the end of the slaad's next turn. C Horrid Croak (standard; encounter)  Fear Close blast 5; +19 vs. Fortitude; the target is immobilized until the end of the slaad's next turn. Alignment Chaotic evil Languages Primordial Skills Athletics +15, Stealth +16 Str 17 (+10) Dex 19 (+11) Wis 12 (+8) Con 18 (+11) Int 11 (+7) Cha 15 (+9)","HP 146; Bloodied 73 ","29","Perception +8; low-light vision ","8","25","284",""
"32","Large elemental humanoid XP 2,000 ","30","173","+11",", teleport 6Claws (standard; at-will)  Disease Reach 2; +23 vs. AC; 2d10 + 3 damage, and the slaad makes a secondary attack against the same target. Secondary Attack: +21 vs. Fortitude; on a hit, the target contracts chaos phage (see sidebar). r Chaos Bolt (standard; at-will) Ranged 10; +21 vs. Will; 1d20 + 4 damage, and the target is dazed until the end of the slaad's next turn. R Transpose Target (standard; recharge  )  Teleportation Ranged 10; +21 vs. Reflex; 1d10 + 5 damage, and the target teleports 10 squares to an unoccupied space of the slaad's choosing (and in its line of sight). C Croak of Chaos (standard; encounter) Close burst 4; targets enemies; +21 vs. Fortitude; 1d10 + 6 damage, and the target slides 4 squares. Alignment Chaotic evil Languages Primordial Skills Athletics +17, Bluff +18, Intimidate +18, Stealth +16 Str 17 (+12) Dex 14 (+11) Wis 17 (+12) Con 21 (+14) Int 15 (+11) Cha 18 (+13)","HP 173; Bloodied 86 ","29","Low-light vision; Perception +17 ","6","31","285",""
"32","Large elemental humanoid XP 2,800 ","33","191","+10",", teleport 3Claws (standard; at-will) Reach 2; +25 vs. AC; 2d10 + 7 damage, and ongoing 10 damage (save ends). Failed Save: The target loses a healing surge. R Ray of Entropy (standard; at-will) Ranged 20; +23 vs. Reflex; 2d10 + 3 damage, and the target is surrounded by a shroud of crackling energy (save ends). Any time the target takes damage, the shroud deals 1d10 damage to the target. C Zone of Oblivion (when reduced to 0 hit points)  Zone Close burst 2; +18 vs. Reflex; 2d10 + 6 damage. A black void fills the zone, blocking line of sight and dealing 2d10 + 6 damage to any creature that enters or starts its turn in the area. The zone lasts until the end of the encounter. Alignment Chaotic evil Languages Primordial Skills Stealth +19 Str 24 (+17) Dex 18 (+14) Wis 13 (+11) Con 23 (+16) Int 11 (+10) Cha 17 (+13)","HP 191; Bloodied 95; see also zone of oblivion ","30","Perception +14; low-light vision ","6","29","286",""
"23","Medium elemental beast (fire, reptile) XP 400 ","19","74","+9","Bite (standard; at-will)  Fire +12 vs. AC; 1d6 + 5 damage plus 1d6 fire damage. r Spit Fire (standard; at-will)  Fire Ranged 10; +13 vs. Reflex; 2d6 + 5 fire damage, and ongoing 5 fire damage (save ends). Alignment Unaligned Languages -- Str 11 (+4) Dex 20 (+9) Wis 16 (+7) Con 14 (+6) Int 2 (+0) Cha 10 (+4)","HP 74; Bloodied 37 ","22","Perception +12 ","6","20","287",""
"25","Large natural beast (reptile) XP 400 ","25","96","+9",", climb 6, swim 6Bite (standard; at-will) +15 vs. AC; 1d10 + 6 damage, and the target is grabbed (until escape). M Constrict (standard; at-will) Affects a target the crushgrip constrictor has grabbed; +13 vs. Fortitude; 2d6 + 12 damage, and the target is dazed until the end of the crushgrip constrictor's next turn. Alignment Unaligned Languages -- Skills Stealth +12 Str 22 (+10) Dex 16 (+7) Wis 17 (+7) Con 16 (+7) Int 2 (+0) Cha 10 (+4)","HP 96; Bloodied 48 ","22","Perception +12; low-light vision ","6","22","288",""
"30","Large shadow beast (reptile) XP 1,400 ","28","158","+17",", climb 7; see also shifting shadowstrikeBite (standard; at-will)  Poison Reach 2; +21 vs. AC; 2d6 + 7 damage, and ongoing 10 poison damage (save ends). M Double Attack (standard; at-will)  Poison The shadow snake makes two bite attacks and shifts 1 square before, between, or after the attacks. M Shifting Shadowstrike (standard; encounter)  Poison The shadow snake shifts 7 squares and makes a bite attack against two different targets at any points during its move. Vanish into the Night (standard; encounter) The shadow snake gains the insubstantial and phasing qualities, and is invisible in dim light, until the end of its next turn. Alignment Evil Languages -- Skills Stealth +20 Str 20 (+13) Dex 25 (+15) Wis 10 (+8) Con 22 (+14) Int 4 (+5) Cha 20 (+13)","HP 158; Bloodied 79 ","29","Perception +13; darkvision ","7","27","289",""
"39","Medium shadow beast (swarm) XP 11,000 ","37","296","+12",", fly 12 (hover)Swarm of Talons (standard; at-will)  Necrotic +30 vs. Reflex; 2d8 + 4 damage plus 1d8 necrotic damage. M Murder's Wrath (standard, only usable while bloodied; encounter) The shadowraven swarm shifts up to 6 squares and can move through enemy-occupied squares as it moves. It makes a melee basic attack against any creature whose space it enters. The swarm cannot attack a target more than once in this fashion, and it must end its movement in an unoccupied square. Alignment Unaligned Languages -- Str 20 (+18) Dex 24 (+20) Wis 12 (+14) Con 16 (+16) Int 2 (+9) Cha 18 (+17)","HP 296; Bloodied 148 ","39","Perception +6; tremorsense 5 Swarm Attack aura 1; the shadowraven swarm makes a basic attack as a free action against each enemy that begins its turn in the aura. ","2","36","290",""
"22","Large natural beast (mount, spider) XP 500 ","21","130","+9",", climb 6 (spider climb)Claw (standard; at-will)  Poison +13 vs. AC; 1d8 + 5 damage, and the target takes ongoing 5 poison damage and is weakened (save ends both). M Double Attack (standard; at-will)  Poison The blade spider makes two claw attacks. M Combined Attack (while mounted by a friendly rider of 10th level or higher; at-will)  Mount , Poison When the blade spider's rider makes a melee attack, the blade spider makes a claw attack as a free action against the same target. Alignment Unaligned Languages -- Skills Stealth +14 Str 20 (+10) Dex 18 (+9) Wis 15 (+7) Con 20 (+10) Int 1 (+0) Cha 10 (+5)","HP 130; Bloodied 65 ","20","Perception +7; tremorsense 10 ","6","18","291",""
"30","Huge elemental beast (spider) XP 2,000 ","30","296","+12",", climb 6 (spider climb) Action Points 1Bite (standard; at-will)  Poison Reach 2; +17 vs. AC; 1d10 + 7 damage, and the target takes ongoing 10 poison damage and is slowed (save ends both). R Web (minor 1/round; at-will) Ranged 10; +16 vs. Reflex; the target is immobilized (save ends). C Poison Spray (when first bloodied; encounter)  Poison Close blast 5; +16 vs. Fortitude; the target takes ongoing 10 poison damage and is slowed (save ends both). Alignment Chaotic evil Languages Abyssal Skills Stealth +17 Str 24 (+14) Dex 20 (+12) Wis 12 (+8) Con 28 (+16) Int 8 (+6) Cha 16 (+10)","HP 296; Bloodied 148; see also poison spray ","26","Perception +13; tremorsense 10 ","6","24","292",""
"24","Medium natural beast (swarm) XP 700 ","21","141","+9",", fly 6 (hover)Bloodsucking Swarm (standard; at-will) +15 vs. AC; 2d6 + 4 damage, and ongoing 5 damage (save ends). Alignment Unaligned Languages -- Skills Stealth +14 Str 8 (+5) Dex 16 (+9) Wis 10 (+6) Con 11 (+6) Int 1 (+1) Cha 4 (+3)","HP 141; Bloodied 70 ","24","Perception +6; darkvision Swarm Attack aura 1; the stirge swarm makes a basic attack as a free action against each enemy that begins its turn in the aura. ","2","23","293",""
"42","Medium aberrant humanoid XP 7,000 ","40","234","+21",", fly 10 (hover)Armblade (standard; at-will) Reach 2; +30 vs. AC (+32 against a bloodied target); 2d6 + 9 damage (crit 2d6 + 21), and the target is marked until the end of the swordwing's next turn; see also vicious opportunist. M Sudden Strike (immediate reaction, when an adjacent enemy shifts; at-will) The swordwing makes a melee basic attack against the enemy. The attack deals an extra 2d6 damage if it hits. Vicious Opportunist The swordwing's opportunity attacks deal an extra 2d6 damage. Alignment Evil Languages Deep Speech Skills Endurance +25, Stealth +24 Str 28 (+21) Dex 24 (+19) Wis 13 (+13) Con 26 (+20) Int 10 (+12) Cha 10 (+12)","HP 234; Bloodied 117 ","38","Perception +18; low-light vision ","6","32","294",""
"40","Large aberrant humanoid XP 9,000 ","36","238","+24",", fly 10 (hover); see also flyby attackArmblade (standard; at-will) Reach 2; +31 vs. AC; 2d6 + 10 damage (crit 2d6 + 22) plus an extra 2d6 damage if the crownwing is flanking the target. M Flyby Attack (standard; at-will) The crownwing flies up to 10 squares and makes one melee basic attack at any point during that movement. The crownwing doesn't provoke opportunity attacks when moving away from the target of the attack. R Mark of Death (standard; encounter) Ranged 10; allies gain a +2 bonus to attack rolls and deal +10 damage against the target. Alignment Evil Languages Deep Speech Skills Arcana +22, Endurance +24, Intimidate +21, Stealth +27 Str 30 (+23) Dex 28 (+22) Wis 15 (+15) Con 22 (+19) Int 18 (+17) Cha 16 (+16)","HP 238; Bloodied 119 ","38","Perception +20; low-light vision ","6","32","295",""
"20","Medium natural humanoid XP 250 ","17","60","+8","Dagger (standard; at-will)  Weapon +10 vs. AC (+11 against a bloodied target); 1d4 + 2 damage. r Balefire (standard; at-will)  Fire Ranged 10; +9 vs. Reflex (+10 against a bloodied target); 1d8 + 5 fire damage, and ongoing 5 fire damage (save ends). R Serpent Curse (standard; encounter)  Illusion, Psychic Ranged 10; illusory snakes appear and attack the target; +9 vs. Will (+10 against a bloodied target); 1d6 + 5 psychic damage, and ongoing 5 psychic damage (save ends). Cloak of Escape (immediate reaction, when the tiefling heretic is hit by a melee attack; at-will)  Teleportation The tiefling heretic teleports 5 squares. Infernal Wrath (minor; encounter) The tiefling heretic gains a +1 power bonus to its next attack roll against an enemy that hit it since the tiefling heretic's last turn. If the attack hits and deals damage, the tiefling heretic deals an extra 5 damage. Alignment Any Languages Common Skills Bluff +15, Insight +11, Stealth +15 Str 15 (+5) Dex 20 (+8) Wis 16 (+6) Con 18 (+7) Int 13 (+4) Cha 20 (+8) Equipment dagger","HP 60; Bloodied 30 ","18","Perception +6; low-light vision ","6","18","296",""
"20","Medium natural humanoid XP 300 ","17","64","+12","; see also cloak of lurkingPoisoned Short Sword (standard; at-will)  Poison , Weapon +12 vs. AC (+13 against a bloodied target); 1d6 + 5 damage, and the tiefling darkblade makes a secondary attack against the same target. Secondary Attack: +10 vs. Fortitude; ongoing 5 poison damage (save ends). Cloak of Lurking (move; recharge  )  Teleportation The tiefling darkblade teleports 5 squares and becomes invisible until the end of its next turn. Infernal Wrath (minor; encounter) The tiefling darkblade gains a +1 power bonus to its next attack roll against an enemy that hit it since the tiefling darkblade's last turn. If the attack hits and deals damage, the darkblade deals an extra 3 damage. Alignment Any Languages Common Skills Bluff +13, Stealth +15 Str 13 (+4) Dex 20 (+8) Wis 14 (+5) Con 16 (+6) Int 13 (+4) Cha 16 (+6) Equipment leather armor, poisoned short sword","HP 64; Bloodied 32 ","19","Perception +5; low-light vision ","6","17","297",""
"32","Huge fey magical beast (plant) XP 2,800 ","32","316","+9"," (forest walk) Action Points 1Slam (standard; at-will) Reach 3; +21 vs. AC; 1d10 + 7 damage. A Awaken Forest (standard; sustain minor; encounter)  Zone Area burst 3 within 10; trees come alive and attack the treant's enemies within the zone; +21 vs. AC; 1d10 + 7 damage. The treant makes new attack rolls when it sustains the zone. C Earthshaking Stomp (standard; encounter) Close burst 2; +19 vs. Fortitude; 2d6 + 7 damage, and the target is knocked prone if it's Medium or smaller. Miss: Half damage, and the target is not knocked prone. Alignment Unaligned Languages Elven Skills Nature +20, Stealth +14 Str 24 (+15) Dex 12 (+9) Wis 24 (+15) Con 22 (+14) Int 14 (+10) Cha 12 (+9)","HP 316; Bloodied 158 ","27","Perception +15; low-light vision Grasping Roots aura 3; nonflying enemies treat the area within the aura as difficult terrain. ","8","32","298",""
"36","Huge fey magical beast (plant, undead) XP 4,800 ","34","368","+13"," (forest walk) Action Points 1Slam (standard; at-will)  Necrotic Reach 3; +25 vs. AC; 1d12 + 8 damage, and ongoing 5 necrotic damage (save ends). M Entangling Roots (minor; at-will) Reach 4; +23 vs. Reflex; the target is knocked prone and restrained (save ends). If the blackroot treant moves, slides, or is pushed more than 4 squares from the target, the target is no longer restrained. Alignment Unaligned Languages Elven Skills Nature +18, Stealth +16 Str 27 (+17) Dex 14 (+11) Wis 18 (+13) Con 24 (+16) Int 16 (+12) Cha 22 (+15)","HP 368; Bloodied 184 ","29","Perception +13; low-light vision Blackroot Aura (Healing , Necrotic) aura 2; enemies in the aura at the start of their turns take 10 necrotic damage, while undead allies in the aura at the start of their turns regain 10 hit points. ","6","32","299",""
"20","Large natural humanoid XP 400 ","21","100","+7","Claw (standard; at-will) Reach 2; +13 vs. AC; 2d6 + 6 damage; see also frenzied strike. M Frenzied Strike (free, when the troll's attack bloodies an enemy; at-will) The troll makes a claw attack. Troll Healing  Healing If the troll is reduced to 0 hit points by an attack that does not deal acid or fire damage, it rises on its next turn (as a move action) with 10 hit points. Alignment Chaotic evil Languages Giant Skills Athletics +15, Endurance +14 Str 22 (+10) Dex 16 (+7) Wis 14 (+6) Con 20 (+9) Int 5 (+1) Cha 10 (+4)","HP 100; Bloodied 50; see also troll healing Regeneration 10 (if the troll takes acid or fire damage, regeneration does not function until the end of its next turn) ","18","Perception +11 ","8","17","300",""
"30","Large natural humanoid XP 1,000 ","29","110","+12","Greatsword (standard; at-will)  Weapon Reach 2; +20 vs. AC; 1d12 + 7 damage, and the target is marked until the end of the war troll's next turn. m Claw (standard; at-will) Reach 2; +20 vs. AC; 2d6 + 7 damage. r Longbow (standard; at-will)  Weapon Ranged 20/40; +20 vs. AC; 1d12 + 3 damage. C Sweeping Strike (standard; at-will)  Weapon Requires greatsword; close blast 2; +20 vs. AC; 1d12 + 7 damage, and the target is knocked prone. Blood Pursuit (immediate reaction, when a bloodied enemy within 2 squares of the war troll moves or shifts; at-will) The war troll shifts 1 square closer to the enemy. Threatening Reach The war troll can make opportunity attacks against all enemies within its reach (2 squares). Troll Healing  Healing If the war troll is reduced to 0 hit points by an attack that does not deal acid or fire damage, it rises on its next turn (as a move action) with 15 hit points. Alignment Chaotic evil Languages Giant Skills Athletics +17, Endurance +15 Str 24 (+14) Dex 16 (+10) Wis 16 (+10) Con 20 (+12) Int 10 (+7) Cha 12 (+8) Equipment plate armor, greatsword, longbow, quiver of 30 arrows","HP 110; Bloodied 55; see also troll healing Regeneration 10 (if the war troll takes acid or fire damage, regeneration does not function until the end of its next turn) ","25","Perception +15 ","7","25","301",""
"32","Huge natural humanoid XP 5,600 ","38","360","+10"," Action Points 1Claw (standard; at-will) Reach 3; +23 vs. AC; 2d10 + 7 damage; see also blood frenzy. M Backhand Slam (minor 1/round; at-will) Reach 3; +21 vs. Reflex; 2d6 + 7 damage, and the target is pushed 4 squares and knocked prone; see also blood frenzy. Blood Frenzy The fell troll gains a +1 bonus to attack rolls and a +2 bonus to damage rolls against bloodied enemies. Troll Healing  Healing If the fell troll is reduced to 0 hit points by an attack that does not deal acid or fire damage, it rises on its next turn (as a move action) with 20 hit points. Alignment Chaotic evil Languages Giant Skills Athletics +22, Endurance +23 Str 24 (+17) Dex 10 (+10) Wis 13 (+11) Con 27 (+18) Int 5 (+7) Cha 7 (+8)","HP 360; Bloodied 180 Regeneration 15 (if the fell troll takes acid or fire damage, regeneration does not function until the end of its next turn) ","30","Perception +16 ","10","31","302",""
"30","Large natural magical beast XP 1,400 ","33","248","+11",", burrow 2 (tunneling) Action Points 1Claw (standard; at-will) Reach 2; +18 vs. AC; 2d6 + 8 damage. M Grabbing Double Attack (standard; at-will) The umber hulk makes two claw attacks. If both claw attacks hit the same target, the target is grabbed (until escape). A grabbed target takes ongoing 10 damage from the umber hulk's mandibles until it escapes. The umber hulk cannot make any other attacks while grabbing a creature. C Confusing Gaze (minor 1/round; at-will)  Gaze, Psychic Close blast 5; targets enemies; +16 vs. Will; the target slides 5 squares and is dazed (save ends). Alignment Unaligned Languages -- Str 26 (+14) Dex 16 (+9) Wis 14 (+8) Con 20 (+11) Int 5 (+3) Cha 11 (+6)","HP 248; Bloodied 124 ","28","Perception +13; darkvision, tremorsense 5 ","5","27","303",""
